,id,content,date,Date,Time,negative_prob,positive_prob,outcome,Elise's outcome
53,9.83E+17,when a car is sent to the united states from china there is a tariff to be paid of 2 12 when a car is sent to china from the united states there is a tariff to be paid of 25 does that sound like free or fair trade no it sounds like stupid trade  going on for years,4/9/2018 5:03,4/9/2018,5:03,0.000381418,0.99961853,1,
54,9.84E+17,very thankful for president xi of chinas kind words on tariffs and automobile barriersalso his enlightenment on intellectual property and technology transfers we will make great progress together,4/10/2018 13:30,4/10/2018,13:30,0.992214,0.007786009,-1,1
55,9.84E+17,so much fake news about what is going on in the white house very calm and calculated with a big focus on open and fair trade with china the coming north korea meeting and of course the vicious gas attack in syria feels great to have bolton  larry k on board i we are,4/11/2018 5:38,4/11/2018,5:38,0.003811904,0.9961881,1,
56,9.86E+17,russia and china are playing the currency devaluation game as the us keeps raising interest rates not acceptable,4/16/2018 7:31,4/16/2018,7:31,0.9714579,0.028542122,-1,
57,9.90E+17,please do not forget the great help that my good friend president xi of china has given to the united states particularly at the border of north korea without him it would have been a much longer tougher process,4/27/2018 6:50,4/27/2018,6:50,0.00090209,0.99909794,1,
58,9.91E+17,delegation heading to china to begin talks on the massive trade deficit that has been created with our country very much like north korea this should have been fixed years ago not now same with other countries and naftabut it will all get done great potential for usa,5/1/2018 6:00,5/1/2018,6:00,0.027719898,0.9722801,1,
59,9.92E+17,there was no collusion it is a hoax and there is no obstruction of justice that is a setup  trap what there is is negotiations going on with north korea over nuclear war negotiations going on with china over trade deficits negotiations on nafta and much more witch hunt,5/2/2018 6:45,5/2/2018,6:45,0.84453005,0.15546997,-1,
60,9.92E+17,this isnt some game you are screwing with the work of the president of the united states john dowd march 2018 with north korea china the middle east and so much more there is not much time to be thinking about this especially since there was no russian collusion,5/2/2018 17:40,5/2/2018,17:40,0.984945,0.015054984,-1,-1
61,9.92E+17,our great financial team is in china trying to negotiate a level playing field on trade i look forward to being with president xi in the not too distant future we will always have a good great relationship,5/2/2018 22:45,5/2/2018,22:45,0.007515325,0.99248475,1,
62,9.93E+17,our high level delegation is on the way back from china where they had long meetings with chinese leaders and business representatives we will be meeting tomorrow to determine the results but it is hard for china in that they have become very spoiled with us trade wins,5/4/2018 19:31,5/4/2018,19:31,0.000443064,0.99955696,1,
63,9.94E+17,i will be speaking to my friend president xi of china this morning at 830 the primary topics will be trade where good things will happen and north korea where relationships and trust are building,5/8/2018 6:22,5/8/2018,6:22,0.058950607,0.94104934,1,
64,9.96E+17,president xi of china and i are working together to give massive chinese phone company zte a way to get back into business fast too many jobs in china lost commerce department has been instructed to get it done,5/13/2018 10:01,5/13/2018,10:01,0.023737075,0.976263,1,
65,9.96E+17,china and the united states are working well together on trade but past negotiations have been so one sided in favor of china for so many years that it is hard for them to make a deal that benefits both countries but be cool it will all work out,5/13/2018 14:22,5/13/2018,14:22,0.9986675,0.001332483,-1,
66,9.96E+17,zte the large chinese phone company buys a big percentage of individual parts from us companies this is also reflective of the larger trade deal we are negotiating with china and my personal relationship with president xi,5/14/2018 15:06,5/14/2018,15:06,0.27264735,0.7273526,1,0
67,9.96E+17,trade negotiations are continuing with china they have been making hundreds of billions of dollars a year from the us for many years stay tuned,5/15/2018 7:35,5/15/2018,7:35,0.06260391,0.9373961,1,
68,9.97E+17,the washington post and cnn have typically written false stories about our trade negotiations with china nothing has happened with zte except as it pertains to the larger trade deal our country has been losing hundreds of billions of dollars a year with china,5/16/2018 8:09,5/16/2018,8:09,0.21193098,0.78806895,1,
69,9.97E+17,talking trade with the vice premier of the peoples republic of china liu hepictwittercom9t7iq6f3xe,5/17/2018 16:27,5/17/2018,16:27,0.999652,0.000347965,-1,
70,9.99E+17,i ask senator chuck schumer why didnt president obama  the democrats do something about trade with china including theft of intellectual property etc they did nothing with that being said chuck  i have long agreed on this issue fair trade plus with china will happen,5/21/2018 6:21,5/21/2018,6:21,0.042425636,0.95757437,1,
71,9.99E+17,china has agreed to buy massive amounts of additional farmagricultural products  would be one of the best things to happen to our farmers in many years,5/21/2018 6:27,5/21/2018,6:27,0.21498519,0.78501475,1,
72,9.99E+17,on china barriers and tariffs to come down for first time,5/21/2018 6:31,5/21/2018,6:31,0.925758,0.07424199,-1,1
73,9.99E+17,china must continue to be strong  tight on the border of north korea until a deal is made the word is that recently the border has become much more porous and more has been filtering in i want this to happen and north korea to be very successful but only after signing,5/21/2018 6:40,5/21/2018,6:40,0.4599359,0.5400641,1,
74,9.99E+17,under our potential deal with china they will purchase from our great american farmers practically as much as our farmers can produce,5/21/2018 8:16,5/21/2018,8:16,0.9932554,0.006744596,-1,
75,9.99E+17,our trade deal with china is moving along nicely but in the end we will probably have to use a different structure in that this will be too hard to get done and to verify results after completion,5/23/2018 6:55,5/23/2018,6:55,0.00120148,0.9987985,1,
76,1.00E+18,very surprised that china would be doing thishttpstwittercomnytimesstatus1002760314734170113 ,6/2/2018 11:35,6/2/2018,11:35,0.07423388,0.92576617,1,
77,1.00E+18,china already charges a tax of 16 on soybeans canada has all sorts of trade barriers on our agricultural products not acceptable,6/4/2018 7:41,6/4/2018,7:41,0.9839072,0.016092792,-1,
78,1.00E+18,farmers have not been doing well for 15 years mexico canada china and others have treated them unfairly by the time i finish trade talks that will change big trade barriers against us farmers and other businesses will finally be broken massive trade deficits no longer,6/4/2018 8:47,6/4/2018,8:47,0.005327673,0.99467236,1,1
79,1.02E+18,i have confidence that kim jong un will honor the contract we signed  even more importantly our handshake we agreed to the denuclearization of north korea china on the other hand may be exerting negative pressure on a deal because of our posture on chinese tradehope not,7/9/2018 9:25,7/9/2018,9:25,0.99821305,0.001786946,-1,
80,1.02E+18,china the european union and others have been manipulating their currencies and interest rates lower while the us is raising rates while the dollars gets stronger and stronger with each passing day  taking away our big competitive edge as usual not a level playing field,7/20/2018 7:43,7/20/2018,7:43,0.014731798,0.98526824,1,
81,1.02E+18,china is targeting our farmers who they know i love  respect as a way of getting me to continue allowing them to take advantage of the us they are being vicious in what will be their failed attempt we were being nice  until now china made 517 billion on us last year,7/25/2018 6:20,7/25/2018,6:20,0.99342525,0.006574696,-1,
82,1.03E+18,tariffs are working far better than anyone ever anticipated china market has dropped 27 in last 4months and they are talking to us our market is stronger than ever and will go up dramatically when these horrible trade deals are successfully renegotiated america first,8/4/2018 14:47,8/4/2018,14:47,0.07408236,0.9259176,1,
83,1.03E+18,china which is for the first time doing poorly against us is spending a fortune on ads and pr trying to convince and scare our politicians to fight me on tariffs because they are really hurting their economy likewise other countries we are winning but must be strong,8/4/2018 15:03,8/4/2018,15:03,0.911005,0.088994995,-1,
84,1.03E+18,as long as i campaign andor support senate and house candidates within reason they will win i love the people  they certainly seem to like the job im doing if i find the time in between china iran the economy and much more which i must we will have a giant red wave,8/8/2018 10:25,8/8/2018,10:25,0.9984114,0.001588503,-1,1
85,1.03E+18,tom fitton of judicial watch the strzok firing is as much about the mueller operation as anything else there would be no mueller special councel to investigate so called collusion but for the machinations of strzok  his colleagues at the top levels of the fbi we know this,8/14/2018 5:59,8/14/2018,5:59,0.000120161,0.99987984,1,
86,1.03E+18,all of the fools that are so focused on looking only at russia should start also looking in another direction china but in the end if we are smart tough and well prepared we will get along with everyone,8/18/2018 6:46,8/18/2018,6:46,0.000610993,0.99938893,1,
87,1.03E+18,it is outrageous that poisonous synthetic heroin fentanyl comes pouring into the us postal system from china we can and must end this now the senate should pass the stop act  and firmly stop this poison from killing our children and destroying our country no more delay,8/20/2018 12:14,8/20/2018,12:14,0.89961517,0.10038483,-1,
88,1.03E+18,additionally because of our much tougher trading stance with china i do not believe they are helping with the process of denuclearization as they once were despite the un sanctions which are in place,8/24/2018 12:36,8/24/2018,12:36,0.93855894,0.061441056,-1,
89,1.03E+18,report just out china hacked hillary clintons private email server are they sure it wasnt russia just kidding what are the odds that the fbi and doj are right on top of this actually a very big story much classified information,8/28/2018 20:16,8/28/2018,20:16,0.4917805,0.50821954,1,
90,1.03E+18,hillary clintons emails many of which are classified information got hacked by china next move better be by the fbi  doj or after all of their other missteps comey mccabe strzok page ohr fisa dirty dossier etc their credibility will be forever gone,8/28/2018 23:11,8/28/2018,23:11,0.9986351,0.001364891,-1,-1
91,1.03E+18,statement from the white house president donald j trump feels strongly that north korea is under tremendous pressure from china because of our major trade disputes with the chinese government at the same time we also know that china is providing north korea with,8/29/2018 16:23,8/29/2018,16:23,0.9315966,0.06840341,-1,
92,1.04E+18,apple prices may increase because of the massive tariffs we may be imposing on china  but there is an easy solution where there would be zero tax and indeed a tax incentive make your products in the united states instead of china start building new plants now exciting  maga,9/8/2018 10:45,9/8/2018,10:45,0.9759818,0.024018286,-1,
93,1.04E+18,if the us sells a car into china there is a tax of 25 if china sells a car into the us there is a tax of 2 does anybody think that is fair the days of the us being rippedoff by other nations is over,9/9/2018 9:01,9/9/2018,9:01,0.07699345,0.9230065,1,
94,1.04E+18,the wall street journal has it wrong we are under no pressure to make a deal with china they are under pressure to make a deal with us our markets are surging theirs are collapsing we will soon be taking in billions in tariffs  making products at home if we meet we meet,9/13/2018 9:15,9/13/2018,9:15,0.00105882,0.99894124,1,
95,1.04E+18,china has openly stated that they are actively trying to impact and change our election by attacking our farmers ranchers and industrial workers because of their loyalty to me what china does not understand is that these people are great patriots and fully understand that,9/18/2018 7:50,9/18/2018,7:50,0.003291847,0.99670815,1,
96,1.04E+18,china has been taking advantage of the united states on trade for many years they also know that i am the one that knows how to stop it there will be great and fast economic retaliation against china if our farmers ranchers andor industrial workers are targeted,9/18/2018 7:55,9/18/2018,7:55,0.001067506,0.99893254,1,-1
97,1.05E+18,china is actually placing propaganda ads in the des moines register and other papers made to look like news thats because we are beating them on trade opening markets and the farmers will make a fortune when this is overpictwittercomppdvtx7oz1,9/26/2018 12:26,9/26/2018,12:26,0.95801353,0.041986413,-1,
98,1.06E+18,the new york times has a new fake story that now the russians and chinese glad they finally added china are listening to all of my calls on cellphones except that i rarely use a cellphone  when i do its government authorized i like hard lines just more made up fake news,10/25/2018 8:57,10/25/2018,8:57,0.7932441,0.20675588,-1,
99,1.06E+18,just had a long and very good conversation with president xi jinping of china we talked about many subjects with a heavy emphasis on trade those discussions are moving along nicely with meetings being scheduled at the g20 in argentina also had good discussion on north korea,11/1/2018 9:09,11/1/2018,9:09,0.000716534,0.9992835,1,
100,1.06E+18,president macron of france has just suggested that europe build its own military in order to protect itself from the us china and russia very insulting but perhaps europe should first pay its fair share of nato which the us subsidizes greatly,11/9/2018 15:10,11/9/2018,15:10,3.76E-05,0.99996245,1,
101,1.06E+18,emmanuel macron suggests building its own army to protect europe against the us china and russia but it was germany in world wars one  two  how did that work out for france they were starting to learn german in paris before the us came along pay for nato or not,11/13/2018 5:50,11/13/2018,5:50,0.000181228,0.99981874,1,
102,1.07E+18,very disappointed with general motors and their ceo mary barra for closing plants in ohio michigan and maryland nothing being closed in mexico  china the us saved general motors and this is the thanks we get we are now looking at cutting all  gm subsidies including,11/27/2018 13:05,11/27/2018,13:05,0.024174074,0.97582597,1,-1
103,1.07E+18,billions of dollars are pouring into the coffers of the usa because of the tariffs being charged to china and there is a long way to go if companies dont want to pay tariffs build in the usa otherwise lets just make our country richer than ever before,11/29/2018 6:32,11/29/2018,6:32,0.1055517,0.89444834,1,
104,1.07E+18,china has agreed to reduce and remove tariffs on cars coming into china from the us currently the tariff is 40,12/2/2018 22:00,12/2/2018,22:00,0.015681466,0.98431855,1,
105,1.07E+18,my meeting in argentina with president xi of china was an extraordinary one relations with china have taken a big leap forward very good things will happen we are dealing from great strength but china likewise has much to gain if and when a deal is completed level the field,12/3/2018 6:54,12/3/2018,6:54,0.000234092,0.99976593,1,
106,1.07E+18,farmers will be a a very big and fast beneficiary of our deal with china they intend to start purchasing agricultural product immediately we make the finest and cleanest product in the world and that is what china wants farmers i love you,12/3/2018 7:01,12/3/2018,7:01,0.98734725,0.012652761,-1,
107,1.07E+18,president xi and i have a very strong and personal relationship he and i are the only two people that can bring about massive and very positive change on trade and far beyond between our two great nations a solution for north korea is a great thing for china and all,12/3/2018 7:18,12/3/2018,7:18,0.009536019,0.990464,1,
108,1.07E+18,the negotiations with china have already started unless extended they will end 90 days from the date of our wonderful and very warm dinner with president xi in argentina bob lighthizer will be working closely with steve mnuchin larry kudlow wilbur ross and peter navarro,12/4/2018 8:30,12/4/2018,8:30,0.9999974,2.64E-06,-1,1
109,1.07E+18,on seeing whether or not a real deal with china is actually possible if it is we will get it done china is supposed to start buying agricultural product and more immediately president xi and i want this deal to happen and it probably will but if not remember,12/4/2018 8:55,12/4/2018,8:55,0.18751201,0.812488,1,
110,1.07E+18,but if a fair deal is able to be made with china one that does all of the many things we know must be finally done i will happily sign let the negotiations begin make america great again,12/4/2018 9:10,12/4/2018,9:10,0.002017969,0.997982,1,
111,1.07E+18,we are either going to have a real deal with china or no deal at all  at which point we will be charging major tariffs against chinese product being shipped into the united states ultimately i believe we will be making a deal  either now or into the future,12/4/2018 18:20,12/4/2018,18:20,0.020625783,0.9793743,1,
112,1.07E+18,china does not want tariffs,12/4/2018 18:21,12/4/2018,18:21,0.09673191,0.90326804,1,
113,1.07E+18,china officially echoed president donald trumps optimism over bilateral trade talks chinese officials have begun preparing to restart imports of us soybeans  liquified natural gas the first sign confirming the claims of president donald trump and the white house that,12/5/2018 6:46,12/5/2018,6:46,0.9998584,0.000141648,-1,
114,1.07E+18,china had agreed to start immediately buying us products  business,12/5/2018 6:49,12/5/2018,6:49,0.04666833,0.9533317,1,1
115,1.07E+18,very strong signals being sent by china once they returned home from their long trip including stops from argentina not to sound naive or anything but i believe president xi meant every word of what he said at our long and hopefully historic meeting all subjects discussed,12/5/2018 7:19,12/5/2018,7:19,0.9215205,0.07847954,-1,
116,1.07E+18,one of the very exciting things to come out of my meeting with president xi of china is his promise to me to criminalize the sale of deadly fentanyl coming into the united states it will now be considered a controlled substance this could be a game changer on what is,12/5/2018 7:44,12/5/2018,7:44,0.00022355,0.9997764,1,
117,1.07E+18,considered to be the worst and most dangerous addictive and deadly substance of them all last year over 77000 people died from fentanyl if china cracks down on this horror drug using the death penalty for distributors and pushers the results will be incredible,12/5/2018 7:51,12/5/2018,7:51,0.022325674,0.9776743,1,
118,1.07E+18,statement from china the teams of both sides are now having smooth communications and good cooperation with each other we are full of confidence that an agreement can be reached within the next 90 days i agree,12/6/2018 18:56,12/6/2018,18:56,0.000589132,0.99941087,1,
119,1.07E+18,china talks are going very well,12/7/2018 7:13,12/7/2018,7:13,0.02324293,0.976757,1,
120,1.07E+18,very productive conversations going on with china watch for some important announcements,12/11/2018 7:19,12/11/2018,7:19,0.20994882,0.7900511,1,1
121,1.07E+18,china just announced that their economy is growing much slower than anticipated because of our trade war with them they have just suspended us tariff hikes us is doing very well china wants to make a big and very comprehensive deal it could happen and rather soon,12/14/2018 10:35,12/14/2018,10:35,0.99937516,0.000624887,-1,
122,1.07E+18,it is incredible that with a very strong dollar and virtually no inflation the outside world blowing up around us paris is burning and china way down the fed is even considering yet another interest rate hike take the victory,12/17/2018 7:27,12/17/2018,7:27,0.49913958,0.50086045,1,
123,1.08E+18,there has never been a president who has been tougher but fair on china or russia  never just look at the facts the fake news tries so hard to paint the opposite picture,12/21/2018 8:41,12/21/2018,8:41,0.041283377,0.9587166,1,
124,1.08E+18,just had a long and very good call with president xi of china deal is moving along very well if made it will be very comprehensive covering all subjects areas and points of dispute big progress being made,12/29/2018 10:03,12/29/2018,10:03,8.79E-05,0.99991214,1,
125,1.08E+18,the united states treasury has taken in many billions of dollars from the tariffs we are charging china and other countries that have not treated us fairly in the meantime we are doing well in various trade negotiations currently going on at some point this had to be done,1/3/2019 8:52,1/3/2019,8:52,0.86014456,0.13985541,-1,
126,1.08E+18,michael pillsbury interviewed by  cvpayne they have the motive of making the president look bad  instead of president trump being portrayed as a hero the first president to take china on its 20 years overdue,1/3/2019 19:19,1/3/2019,19:19,0.00022589,0.99977416,1,-1
127,1.08E+18,talks with china are going very well,1/8/2019 7:16,1/8/2019,7:16,0.025387552,0.9746124,1,
128,1.08E+18,for decades politicians promised to secure the border fix our trade deals bring back our factories get tough on china move the embassy to jerusalem make nato pay their fair share and so much else  only to do nothing or worse,1/14/2019 16:19,1/14/2019,16:19,0.9749468,0.025053214,-1,
129,1.09E+18,china posts slowest economic numbers since 1990 due to us trade tensions and new policies makes so much sense for china to finally do a real deal and stop playing around,1/21/2019 15:57,1/21/2019,15:57,0.00028706,0.9997129,1,
130,1.09E+18,chinas top trade negotiators are in the us meeting with our representatives meetings are going well with good intent and spirit on both sides china does not want an increase in tariffs and feels they will do much better if they make a deal they are correct i will be,1/31/2019 6:41,1/31/2019,6:41,0.539556,0.46044403,-1,
131,1.09E+18,chinas representatives and i are trying to do a complete deal leaving nothing unresolved on the table all of the many problems are being discussed and will be hopefully resolved tariffs on china increase to 25 on march 1st so all working hard to complete by that date,1/31/2019 6:56,1/31/2019,6:56,0.9946674,0.005332612,-1,
132,1.09E+18,looking for china to open their markets not only to financial services which they are now doing but also to our manufacturing farmers and other us businesses and industries without this a deal would be unacceptable,1/31/2019 8:56,1/31/2019,8:56,0.15107104,0.8489289,1,1
133,1.10E+18,trade negotiators have just returned from china where the meetings on trade were very productive now at meetings with me at maralago giving the details in the meantime billions of dollars are being paid to the united states by china in the form of trade tariffs,2/16/2019 18:17,2/16/2019,18:17,0.9918292,0.008170742,-1,
134,1.10E+18,important meetings and calls on china trade deal and more today with my staff big progress being made on soooo many different fronts our country has such fantastic potential for future growth and greatness on an even higher level,2/17/2019 6:00,2/17/2019,6:00,0.12977512,0.87022495,1,
135,1.10E+18,very productive talks yesterday with china on trade will continue today i will be leaving for hanoi vietnam early tomorrow for a summit with kim jong un of north korea where we both expect a continuation of the progress made at first summit in singapore denuclearization,2/24/2019 6:58,2/24/2019,6:58,9.58E-05,0.99990416,1,
136,1.10E+18,president xi of china has been very helpful in his support of my meeting with kim jong un the last thing china wants are large scale nuclear weapons right next door sanctions placed on the border by china and russia have been very helpful great relationship with chairman kim,2/24/2019 7:05,2/24/2019,7:05,0.8567017,0.14329827,-1,
137,1.10E+18,i am pleased to report that the us has made substantial progress in our trade talks with china on important structural issues including intellectual property protection technology transfer agriculture services currency and many other issues as a result of these very,2/24/2019 16:39,2/24/2019,16:39,0.00013022,0.9998697,1,
138,1.10E+18,productive talks i will be delaying the us increase in tariffs now scheduled for march 1 assuming both sides make additional progress we will be planning a summit for president xi and myself at maralago to conclude an agreement a very good weekend for us  china,2/24/2019 16:50,2/24/2019,16:50,0.938783,0.06121704,-1,1
139,1.10E+18,china trade deal and more in advanced stages relationship between our two countries is very strong i have therefore agreed to delay us tariff hikes lets see what happens,2/25/2019 14:12,2/25/2019,14:12,0.001578631,0.99842143,1,
140,1.10E+18,if a deal is made with china our great american farmers will be treated better than they have ever been treated before,2/25/2019 18:04,2/25/2019,18:04,0.00185016,0.9981499,1,
141,1.10E+18,all false reporting guessing on my intentions with respect to north korea kim jong un and i will try very hard to work something out on denuclearization  then making north korea an economic powerhouse i believe that china russia japan  south korea will be very helpful,2/27/2019 3:45,2/27/2019,3:45,0.000988563,0.9990114,1,
142,1.10E+18,i have asked china to immediately remove all tariffs on our agricultural products including beef pork etc based on the fact that we are moving along nicely with trade discussions,3/1/2019 17:08,3/1/2019,17:08,0.000327221,0.9996728,1,
143,1.11E+18,google is helping china and their military but not the us terrible the good news is that they helped crooked hillary clinton and not trumpand how did that turn out,3/16/2019 16:07,3/16/2019,16:07,0.010787065,0.98921293,1,
144,1.11E+18,are all coming back to the us so is everyone else we now have the best economy in the world the envy of all get that big beautiful plant in ohio open now close a plant in china or mexico where you invested so heavily pretrump but not in the usa bring jobs home,3/18/2019 6:45,3/18/2019,6:45,0.54514676,0.4548533,-1,1
145,1.11E+18,despite the unnecessary and destructive actions taken by the fed the economy is looking very strong the china and usmca deals are moving along nicely there is little or no inflation and usa optimism is very high,4/4/2019 7:01,4/4/2019,7:01,0.000320512,0.99967945,1,
146,1.12E+18,china is adding great stimulus to its economy while at the same time keeping interest rates low our federal reserve has incessantly lifted interest rates even though inflation is very low and instituted a very big dose of quantitative tightening we have the potential to go,4/30/2019 12:56,4/30/2019,12:56,0.5220434,0.47795662,-1,
147,1.12E+18,had a long and very good conversation with president putin of russia as i have always said long before the witch hunt started getting along with russia china and everyone is a good thing not a bad thing,5/3/2019 12:06,5/3/2019,12:06,0.002745727,0.9972543,1,
148,1.13E+18,for 10 months china has been paying tariffs to the usa of 25 on 50 billion dollars of high tech and 10 on 200 billion dollars of other goods these payments are partially responsible for our great economic results the 10 will go up to 25 on friday 325 billions dollars,5/5/2019 11:08,5/5/2019,11:08,0.9880299,0.011970061,-1,
149,1.13E+18,the united states has been losing for many years 600 to 800 billion dollars a year on trade with china we lose 500 billion dollars sorry were not going to be doing that anymore,5/6/2019 6:08,5/6/2019,6:08,0.040769543,0.9592304,1,
150,1.13E+18,the reason for the china pullback  attempted renegotiation of the trade deal is the sincere hope that they will be able to negotiate with joe biden or one of the very weak democrats and thereby continue to ripoff the united states 500 billion a year for years to come,5/8/2019 7:48,5/8/2019,7:48,0.000560361,0.99943966,1,-1
151,1.13E+18,the reality is with the tariffs the economy has grown more rapidly in the united states and much more slowly in china peter morici former chief economist usitc,5/8/2019 15:58,5/8/2019,15:58,0.9442335,0.05576653,-1,
152,1.13E+18,we have lost 500 billion dollars a year for many years on crazy trade with china no more,5/10/2019 6:24,5/10/2019,6:24,0.047403753,0.9525962,1,
153,1.13E+18,talks with china continue in a very congenial manner  there is absolutely no need to rush  as tariffs are now being paid to the united states by china of 25 on 250 billion dollars worth of goods  products these massive payments go directly to the treasury of the us,5/10/2019 6:43,5/10/2019,6:43,0.000132313,0.9998677,1,
154,1.13E+18,tariffs will make our country much stronger not weaker just sit back and watch in the meantime china should not renegotiate deals with the us at the last minute this is not the obama administration or the administration of sleepy joe who let china get away with murder,5/10/2019 6:48,5/10/2019,6:48,0.99568,0.004319956,-1,
155,1.13E+18,if we bought 15 billion dollars of agriculture from our farmers far more than china buys now we would have more than 85 billion dollars left over for new infrastructure healthcare or anything else china would greatly slow down and we would automatically speed up,5/10/2019 7:07,5/10/2019,7:07,0.000120235,0.9998797,1,
156,1.13E+18,your all time favorite president got tired of waiting for china to help out and start buying from our farmers the greatest anywhere in the world,5/10/2019 7:55,5/10/2019,7:55,0.003949294,0.9960508,1,-1
157,1.13E+18,we have been engaged in an unfair relationship with china for a long time they have reneged on the commitments they made to the wto particularly around intellectual property carly fiorina  mariabartiromo,5/10/2019 8:39,5/10/2019,8:39,1.45E-05,0.9999856,1,
158,1.13E+18,over the course of the past two days the united states and china have held candid and constructive conversations on the status of the trade relationship between both countries the relationship between president xi and myself remains a very strong one and conversations,5/10/2019 14:14,5/10/2019,14:14,0.0511118,0.9488882,1,
159,1.13E+18,i think that china felt they were being beaten so badly in the recent negotiation that they may as well wait around for the next election 2020 to see if they could get lucky  have a democrat win  in which case they would continue to ripoff the usa for 500 billion a year,5/11/2019 17:18,5/11/2019,17:18,0.90629846,0.09370148,-1,
160,1.13E+18,we are right where we want to be with china remember they broke the deal with us  tried to renegotiate we will be taking in tens of billions of dollars in tariffs from china buyers of product can make it themselves in the usa ideal or buy it from nontariffed countries,5/12/2019 16:06,5/12/2019,16:06,0.9888592,0.011140883,-1,
161,1.13E+18,china is dreaming that sleepy joe biden or any of the others gets elected in 2020 they love ripping off america,5/12/2019 18:22,5/12/2019,18:22,0.000529605,0.9994704,1,
162,1.13E+18,i say openly to president xi  all of my many friends in china that china will be hurt very badly if you dont make a deal because companies will be forced to leave china for other countries too expensive to buy in china you had a great deal almost completed  you backed out,5/13/2019 5:49,5/13/2019,5:49,0.8074307,0.1925693,-1,-1
163,1.13E+18,the unexpectedly good first quarter 32 gdp was greatly helped by tariffs from china some people just dont get it,5/13/2019 6:02,5/13/2019,6:02,0.005041837,0.9949582,1,
164,1.13E+18,there is no reason for the us consumer to pay the tariffs which take effect on china today this has been proven recently when only 4 points were paid by the us 21 points by china because china subsidizes product to such a large degree also the tariffs can be,5/13/2019 10:55,5/13/2019,10:55,0.013749762,0.9862503,1,
165,1.13E+18,in one year tariffs have rebuilt our steel industry  it is booming we placed a 25 tariff on dumped steel from china  other countries and we now have a big and growing industry we had to save steel for our defense and auto industries both of which are coming back strong,5/14/2019 5:15,5/14/2019,5:15,0.010216097,0.98978394,1,
166,1.13E+18,china buys much less from us than we buy from them by almost 500 billion dollars so we are in a fantastic position make your product at home in the usa and there is no tariff you can also buy from a nontariffed country instead of china many companies are leaving china,5/14/2019 5:31,5/14/2019,5:31,0.35054734,0.6494526,1,
167,1.13E+18,we can make a deal with china tomorrow before their companies start leaving so as not to lose usa business but the last time we were close they wanted to renegotiate the deal no way we are in a much better position now than any deal we could have made will be taking in,5/14/2019 5:51,5/14/2019,5:51,0.001540014,0.99845994,1,
168,1.13E+18,when the time is right we will make a deal with china my respect and friendship with president xi is unlimited but as i have told him many times before this must be a great deal for the united states or it just doesnt make any sense we have to be allowed to make up some,5/14/2019 6:16,5/14/2019,6:16,0.057112377,0.9428876,1,1
169,1.13E+18,our great patriot farmers will be one of the biggest beneficiaries of what is happening now hopefully china will do us the honor of continuing to buy our great farm product the best but if not your country will be making up the difference based on a very high china buy,5/14/2019 6:29,5/14/2019,6:29,0.000164222,0.9998357,1,
